nct_id,brief_title,sponsor,start_date,primary_outcomes,start_year,period,outcome_categories,num_categories
NCT03519165,Restrictive or Individualized Goal-Directed Fluid Replacement Strategy in Ovarian Cancer Cytoreductive Surgery,Tata Medical Center,2016-06,Postoperative length of Stay (LOS) in hospital in days,2016,2015-2019,Length of stay,1
NCT06144125,Prothrombin Complex Concentrate vs Fresh Frozen Plasma in Goal-directed Bleeding Management in Cardiac Surgery,Konkuk University Medical Center,2024-03-01,treatment time,2024,2020-2025,,0
NCT05131256,fMRI Study of Emotion Regulation in Patients Suffering From Obesity With or Without Binge Eating Disorder and Seeking Bariatric Surgery,CHU de Reims,2022-07-20,fMRI activations during an emotional regulation task (a cognitive reappraisal task) | fMRI activations during the inhibition of an ongoing motor response under an emotional condition (emotional stop signal task) | fMRI activations during the performance of an emotion regulation task (an emotional Stroop task),2022,2020-2025,Delirium / cognitive,1
NCT05561894,Effects of Two Different Goals of Fluid Management in Patients Undergoing Supratentorial Tumour Resection,Assiut University,2022-12-15,intraoperative mean arterial blood pressure,2022,2020-2025,Hypotension exposure,1
NCT06855966,Feasibility of ETCO₂ Changes During Passive Leg Raise for Fluid Management in Lung Surgery,Istanbul University - Cerrahpasa,2020-08-04,Change in End-Tidal Carbon Dioxide (EtCO₂) in Response to Passive Leg Raise (PLR),2020,2020-2025,,0
NCT04968821,Telehealth Activity Intervention After Lumbar Spine Surgery,Vanderbilt University Medical Center,2021-06-28,Mean daily post-operative physical activity as measured by an accelerometer.,2021,2020-2025,,0
NCT04302467,Effects of Intraoperative Fluid Therapy on Acute Kidney Injury After Thoracoscopic Lobectomy,First Affiliated Hospital Xi'an Jiaotong University,2020-05-01,number of participants with acute kidney injury,2020,2020-2025,Acute kidney injury,1
NCT04100798,Clinical and Radiographic Evaluation of the Entire Papilla Preservation (EPP) Technique Versus Modified Minimally Invasive Surgical Technique (M-MIST) in Treatment of Intraosseous Defects in Patients With Stage III Periodontitis: A Randomized Clinical Trial,Cairo University,2020-02-08,Clinical attachment Level gain (CAL gain),2020,2020-2025,,0
NCT06256133,Impact of Anesthesia-related Enhanced Recovery After Surgery Components on Mortality After Pancreaticoduodenectomy,Asan Medical Center,2015-03-01,Short- and long-term mortality,2015,2015-2019,Mortality,1
NCT07514494,Intensification Treatment of Ovarian Cancer by PIPAC,Moscow Regional Oncological Dispensary,2025-04-02,Rate of complete surgical cytoreduction (CRS R0),2025,2020-2025,,0
NCT02728973,ERAS Protocol on the Incidence of Postoperative Complications Following Intestinal Surgery,First Affiliated Hospital of Chongqing Medical University,2016-02,The difference in postoperative morbidity rate,2016,2015-2019,Postoperative complications,1
NCT05946187,Alternative Healthcare Delivery Strategies to Prevent Weight Regain After Bariatric Surgery,University of Minho,2022-05-01,Change in Body max index | Change in Disordered eating behaviors | Change in Grazing behavior | Change in Eating disorder psychopathology | Change in Loss of control over eating | Change in Difficulties in emotion regulation | Change in Negative urgency | Change in Psychological impairment,2022,2020-2025,Length of stay,1
NCT05821699,Effect of Personalized Pain Coaches After Orthopaedic Surgery for Patients With Sports Medicine Injuries,Emory University,2023-08-17,Changes Pain numerical rating scale (NRS) | Changes to Opioid utilization,2023,2020-2025,Pain,1
NCT05444361,Ultrasound-Guided Percutaneous Cryoneurolysis to Treat Postoperative Pain After Mastectomy,"University of California, San Diego",2022-09-15,Opioid consumption during first 2 postoperative months | Average pain during first 2 postoperative months,2022,2020-2025,Pain,1
NCT06182488,Enhanced Recovery After Surgery (ERAS) in Patients Undergoing Emergency Laparotomy,Tianjin Medical University,2023-11-01,postoperative recovery time,2023,2020-2025,,0
NCT05090254,"The Effect of Perioperative Cardiac Output-guided GDT on Oxygen Delivery, Consumption, and Microcirculatory Perfusion",Universitätsklinikum Hamburg-Eppendorf,2021-08-01,Perioperative changes in oxygen delivery | Perioperative changes in oxygen consumption,2021,2020-2025,,0
NCT05601661,Safety and Feasibility of Paired Vagus Nerve Stimulation With Rehabilitation for Improving Upper Extremity Function in People With Cervical Spinal Cord Injury,"The University of Texas Health Science Center, Houston",2023-06-15,Safety as assessed by number of subjects with post surgical complications | Safety as assessed by number of subjects with change in systolic blood pressure | Safety as assessed by number of subjects with change in diastolic blood pressure | Safety as assessed by number of subjects with change in heart rate | Safety as assessed by number of subjects with change in respiratory rate | Safety as assessed by number of subjects with change in autonomic dysreflexia | Safety as assessed by number of subjects with worsening spasticity | Safety as assessed by number of subjects with change in pain at stimulation site | Feasibility as assessed by the number of participants that completed all the sessions | Feasibility as assessed by the number of participants that dropped out of the study,2023,2020-2025,Hypotension exposure; Postoperative complications; Cardiac outcomes; Pain,4
NCT04053595,Estimated Oxygen Extraction Versus Dynamic Parameters for Perioperative Hemodynamic Optimization,Università Politecnica delle Marche,2020-06,Complications rate,2020,2020-2025,Postoperative complications,1
NCT07441304,Cardiometabolic Risk Factor Management and Adherence to Antihypertensive Therapy in Patients With Severe Obesity Prior to Bariatric Surgery: a Prospective Longitudinal Cohort Study,Universität des Saarlandes,2022-08-04,Adherence to antihypertensive therapy,2022,2020-2025,,0
NCT02623335,PCORI-1502-27462 Navigating High Risk Surgery: Empowering Older Adults to Ask Questions That Inform Decisions About Surgical Treatment,"University of Wisconsin, Madison",2016-02,Patient Engagement in Decision Making Measured by Clinic Visit Transcript Coding for Number of and Types of Questions Raised | Change in Illness-related Stress Measured by Participant Self-report on MYCaW Instrument | Perceived Self-efficacy in Patient-physician Interactions Measured by Participant Self-report on the PEPPI-5 Scale | Post-treatment Regret Measured by a Specific Participant Self-report Survey Item,2016,2015-2019,Acute kidney injury,1
NCT03261323,Breast Reconstruction Following Breast Cancer in Very High Risk Patients,Case Comprehensive Cancer Center,2019-05-31,optimal timing of reconstruction in patients at a higher risk for developing breast reconstruction surgical complications,2019,2015-2019,Postoperative complications,1
NCT03220620,Influence of Perioperative Fluid Therapy on Hemoglobin and Methemoglobin Levels,University of Rostock,2017-07-14,Influence of perioperative fluid therapy on hemoglobin levels | Influence of perioperative fluid therapy on Methemoglobin levels,2017,2015-2019,Fluid management; Blood loss / transfusion,2
NCT03853434,Efficacy of Angiographic Embolization vs Non-embolization of Moderate/Poor Vascularized Vertebral Metastases on Intraoperative Bleeding During Surgery Decompression and Vertebral Stabilization.,Istituto Ortopedico Rizzoli,2019-03-01,Intraoperative blood loss,2019,2015-2019,Length of stay; Blood loss / transfusion,2
NCT07081802,Effect of Acupuncture and Herbal Medicine on Bowel Recovery After Abdominal Surgery,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,2025-08-01,Time to First Defecation | Time to first flatus | Serological Markers,2025,2020-2025,,0
NCT07303855,Effectiveness of Goal-Directed Fluid Therapy Guided by Cardiac Index Versus Central Venous Pressure in Major Abdominal Surgery Patients in the ICU.,Indonesia University,2025-12-01,Total Intravenous Fluid Volume in the ICU,2025,2020-2025,Fluid management,1
NCT03262480,The Stroke Volume Optimization of Goal Directed Fluid Therapy During Radical Cystectomy,Mansoura University,2017-09-01,Perioperative hypotension | Maximal tissue oxygenation,2017,2015-2019,Hypotension exposure; Lactate / tissue perfusion,2
NCT07058155,Optimizing Portal Hypertension With TIPS and Interval Metabolic Surgery for Advanced Liver Disease,The Cleveland Clinic,2025-12-17,Change in SF-36 Physical Component Summary (PCS) Score From Baseline to 6 Months,2025,2020-2025,,0
NCT06194175,Alcohol Consumption After Bariatric Surgery,University of Liege,2023-05-30,Alcohol consumption and alcohol use disorder | Binge drinking | Alcohol Intoxication | Antecedents of alcohol use problems | Drinking Motives | Sensitivity to alcohol,2023,2020-2025,,0
NCT04423224,Non-invasive Stroke Volume-based ﬂuid Management in Elderly Patients Undergoing Hip Fracture Surgery Under Spinal Anaesthesia,Attikon Hospital,2018-01-15,days of hospitalization after surgery | complications,2018,2015-2019,Postoperative complications,1
NCT06881498,A Substudy of the Effect of Acute Normovolemic Hemodilution in Bone Tumor Surgery,"Second Affiliated Hospital, School of Medicine, Zhejiang University",2024-06-07,Hemoglobin concentration on the first day after surgery,2024,2020-2025,Blood loss / transfusion,1
NCT02463175,Effects of Goal-directed Fluid Therapy on Post-operative Outcomes in Children Undergoing Scoliosis Repair,University of British Columbia,2015-06,Postsurgical kidney dysfunction,2015,2015-2019,,0
NCT04265157,Hepato-duodenal Ligament Occlusion and Classic Technique in Liver Transplant,Assiut University,2020-03,The amount of intraoperative blood loss measure by Cubic Cm,2020,2020-2025,Length of stay; Blood loss / transfusion,2
NCT03963063,Neurological Effects of Goal-directed Fluid Therapy in Beach Chair Position Shoulder Surgery,National Taiwan University Hospital,2019-06-27,duration of cerebral desaturation events,2019,2015-2019,,0
NCT03175783,Use of Wearable Activity Tracker in Elderly Undergoing Abdominal Surgery,University of Malaya,2017-07-01,Postoperative mobility measured by mean step counts,2017,2015-2019,,0
NCT05752474,Multi-Component Prehabilitation for Major Elective Surgery,Beth Israel Deaconess Medical Center,2023-03-27,Feasibility of the Prehabilitation Program,2023,2020-2025,,0
NCT06207019,Post-Operative Pain Evaluation After Using Different Single-file Root Canal Preparation System: A Randomized Clinical Study,Tanta University,2020-01-30,Postoperative pain evaluation,2020,2020-2025,Pain,1
NCT07493876,Enhanced Recovery After Surgery (ERAS) in Patients With Peritoneal Carcinomatosis Undergoing Cytoreductive Surgery With or Without Hyperthermic Intraperitoneal Chemotherapy (HIPEC),Fondazione del Piemonte per l'Oncologia,2025-01-23,Postoperative Hospital Length of Stay,2025,2020-2025,Length of stay,1
NCT06663254,Safety and Efficacy of Perioperative Volume Replacement with Volulyte 6% in Moderate-to-high Cardiovascular Risk Patients Having Major Abdominal Surgery,Xiangya Hospital of Central South University,2024-11-30,Maximum change in serum Cystatin-C based estimated glomerular filtration rate (eGFR) from baseline through initial 3 postoperative hospital days,2024,2020-2025,,0
NCT06747546,Research on Circulation Management Strategy Based on Oxygen Metabolism Balance After CHD Surgery,Children's Hospital of Fudan University,2025-01-01,Number of participants with low cardiac output syndrome,2025,2020-2025,Cardiac outcomes,1
NCT02864355,Does Perioperative Goal Directed Therapy Using Flotrac Improve Outcomes in Esophagectomy Patients,Medical University of South Carolina,2016-06,Number of Participants With Cardiopulmonary Complications,2016,2015-2019,Postoperative complications,1
NCT02414555,Perioperative Fluid Management in Patients Receiving Major Abdominal Surgery - Effects of Normal Saline Versus an Acetate Buffered Balanced Infusion Solution on the Necessity of Catecholamines for Cardiocirculatory Support,Medical University of Vienna,2015-03,catecholamine use to maintain target mean arterial pressure,2015,2015-2019,Hypotension exposure,1
NCT07309952,Neoadjuvant SBRT Followed by Sintilimab Plus Chemotherapy for N3-Positive NSCLC,Yang Hong,2025-12-31,Contralateral Mediastinal Lymph Node Downstaging Rate | Surgical Conversion Rate,2025,2020-2025,,0
NCT07104448,Standardized Perioperative Care Protocol for Lumbar Fusion Surgery,Hebei Medical University Third Hospital,2018-01-01,Change in Oswestry Disability Index (ODI) Score,2018,2015-2019,,0
NCT02009943,Randomized Study Comparing Ferric Carboxymaltose to Iron Sucrose to Treat Fe Deficiency in the Surgically Critically Ill,Denver Health and Hospital Authority,2017-02,Reversal of the serum iron debt as measured by the transferrin saturation,2017,2015-2019,,0
NCT02507557,Effects of Intraoperative Goal-Directed Fluid Therapy on the Incidence of Postoperative Complications,First Affiliated Hospital of Chongqing Medical University,2016-05,The difference in postoperative morbidity rate between pre-training and post-training cohorts | The difference in postoperative mortality rate between pre-training and post-training cohorts,2016,2015-2019,Mortality; Postoperative complications,2
NCT03103633,The Effects of Individualized Oxygen Dynamic on Prognosis of Patients With High-risk Cardiac Surgery,The First Affiliated Hospital of Anhui Medical University,2017-03-05,"Major postoperative complications(i.e., Rate of low cardiac output syndrome, stroke, myocardial ischemia, infection,reoperation, and need for dialysis) | 30-day mortality | The change of incidence of postoperative delirium | 1,3,5-year mortality",2017,2015-2019,Mortality; Postoperative complications; Cardiac outcomes; Delirium / cognitive,4
